Name,Score,Genres,Episodes,Aired,Premiered,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1
Getsumen To Heiki Mina,6.3,"Comedy, Parody, Sci-Fi",11,"Jan 14, 2007 to Mar 25, 2007",Winter 2007,"Pony Canyon, Studio Tulip, Sony Music Entertainment, Sotsu Music Publishing",Unknown,Gonzo,Other,23 min. per ep.,PG-13 - Teens 13 or older,6877,5721,6817,13,353,2272,363,618,3211,59,89,248,507,441,320,161,62,45,32
Oira Uchuu no Tankoufu,6.31,"Action, Adventure, Sci-Fi, Shounen, Space",2,"Nov 11, 1994 to Jan 27, 1995",Unknown,KSS,"ADV Films, Discotek Media",Triangle Staff,Unknown,25 min. per ep.,R - 17+ (violence & profanity),6840,9648,1461,1,50,644,21,40,706,12,27,58,129,124,94,27,8,6,4
Giniro no Olynsis: Tokito,6.3,"Adventure, Drama, Romance, Mecha",12,"Oct 6, 2006 to Dec 22, 2006",Fall 2006,"Happinet Pictures, Nagoya Broadcasting Network, Asahi Broadcasting",Unknown,Toei Animation,Original,23 min. per ep.,PG-13 - Teens 13 or older,6876,5644,7074,6,358,3285,316,464,2651,98,127,315,665,588,375,184,91,52,37
Nana Recaps,7,"Comedy, Drama, Music, Romance, Shoujo, Slice of Life",3,"Jun 21, 2006 to Jan 10, 2007",Unknown,"VAP, Nippon Television Network",VIZ Media,Madhouse,Manga,23 min. per ep.,R - 17+ (violence & profanity),3644,4128,15429,28,298,11479,262,253,3137,701,736,1280,2208,1490,818,176,82,51,51
Saru Getchu: On Air,6.15,"Adventure, Comedy, Fantasy, Kids, Romance, Shounen",26,"Apr 8, 2006 to Sep 30, 2006",Spring 2006,Unknown,Unknown,Xebec,Game,15 min. per ep.,PG - Children,7565,10439,1014,5,66,321,63,138,426,24,13,37,66,58,40,19,15,13,11
Plawres Sanshirou,7.37,"Adventure, Sports, Mecha, School, Sci-Fi, Shounen",37,"Jun 5, 1983 to Feb 26, 1984",Summer 1983,Asatsu DK,Unknown,Kaname Productions,Manga,25 min. per ep.,PG-13 - Teens 13 or older,2009,7877,2928,18,132,1300,131,162,1203,134,137,259,241,137,69,21,16,4,9
Kaze no Shoujo Emily,7.36,"Historical, Drama, Shoujo",26,"Apr 7, 2007 to Sep 29, 2007",Spring 2007,NHK,Unknown,TMS Entertainment,Novel,25 min. per ep.,G - All Ages,2066,6216,5512,16,217,2424,200,229,2442,224,214,440,517,268,113,38,15,7,20
Sasami: Mahou Shoujo Club,6.62,"Fantasy, Magic, School",13,"Apr 13, 2006 to Jul 13, 2006",Spring 2006,Unknown,Funimation,AIC Spirits,Unknown,25 min. per ep.,PG - Children,5293,5882,6349,19,290,2706,262,333,2758,124,163,315,567,434,300,112,55,38,20
Sasami: Mahou Shoujo Club 2,6.71,"Fantasy, Magic, School",13,"Oct 5, 2006 to Jan 11, 2007",Fall 2006,AIC Spirits,Funimation,Unknown,Unknown,25 min. per ep.,PG - Children,4868,7394,3569,4,126,1824,88,111,1420,76,96,221,367,267,142,42,25,22,8
Kappa no Kaikata,6.3,Comedy,26,"Oct 4, 2004 to Apr 4, 2005",Fall 2004,Nihon Ad Systems,Unknown,Picture Magic,Manga,3 min. per ep.,PG - Children,6892,9130,1777,6,73,888,79,162,575,45,36,97,177,158,91,64,26,22,15
Himesama Goyoujin,6.34,Comedy,12,"Apr 13, 2006 to Jul 20, 2006",Spring 2006,Bandai Visual,Unknown,Nomad,Original,24 min. per ep.,G - All Ages,6686,8611,2185,2,121,910,128,230,796,31,42,99,206,177,123,66,33,16,9
Master of Epic: The Animation Age,6.07,"Fantasy, Game, Comedy",12,"Jan 8, 2007 to Mar 26, 2007",Winter 2007,TV Tokyo,Unknown,"Gonzo, Palm Studio",Game,24 min. per ep.,PG-13 - Teens 13 or older,7940,9320,1651,3,100,440,110,222,779,15,16,53,83,91,85,45,36,14,10
Fushigiboshi no☆Futagohime Gyu!,7.08,"Magic, Comedy, Shoujo",52,"Apr 1, 2006 to Mar 31, 2007",Spring 2006,"Hal Film Maker, Nihon Ad Systems",Unknown,J.C.Staff,Original,24 min. per ep.,G - All Ages,3280,6819,4396,38,258,2124,291,239,1484,164,177,267,490,267,123,39,19,5,9
Lucky☆Star,7.77,"Slice of Life, Comedy, Parody, School",24,"Apr 8, 2007 to Sep 17, 2007",Spring 2007,"Lantis, Rakuonsha, Lucky Paradise","Funimation, Bandai Entertainment, Kadokawa Pictures USA",Kyoto Animation,4-koma manga,24 min. per ep.,PG-13 - Teens 13 or older,885,218,532794,14038,32054,302483,32875,38429,126953,36964,49812,70041,58596,26999,14616,6696,3277,2262,2951
Ichigo Mashimaro OVA,7.72,"Comedy, School, Slice of Life",3,"Feb 23, 2007 to Apr 25, 2007",Unknown,Unknown,Sentai Filmworks,Daume,4-koma manga,25 min. per ep.,PG-13 - Teens 13 or older,976,3600,20561,26,355,16048,265,165,3728,1005,2095,3829,3033,1058,401,96,38,14,22
Higurashi no Naku Koro ni Kai,8.23,"Mystery, Psychological, Supernatural, Thriller",24,"Jul 6, 2007 to Dec 18, 2007",Summer 2007,"Geneon Universal Entertainment, Frontier Works, Sotsu, Movic",Sentai Filmworks,Studio Deen,Visual novel,24 min. per ep.,R - 17+ (violence & profanity),279,344,385728,6668,16384,254705,12031,9344,93264,41777,53615,55415,32369,12834,5423,2567,1053,637,621
Clover,6.82,"Drama, Fantasy, Music, Sci-Fi, Shoujo",1,21-Aug-99,Unknown,"Bandai Visual, Kodansha",Unknown,Madhouse,Manga,6 min.,PG-13 - Teens 13 or older,4342,4640,11576,15,137,8398,95,78,2868,413,537,1078,1589,1214,659,269,103,62,43
YAT Anshin! Uchuu Ryokou,6.98,"Adventure, Comedy, Sci-Fi, Shounen",50,"Oct 5, 1996 to Sep 27, 1997",Fall 1996,NHK,Unknown,"Xebec, Group TAC",Original,25 min. per ep.,PG-13 - Teens 13 or older,3725,9380,1611,8,69,741,64,119,618,45,60,112,171,104,46,15,6,3,5
YAT Anshin! Uchuu Ryokou 2,6.81,"Adventure, Comedy, Sci-Fi, Shounen",25,"Apr 11, 1998 to Oct 3, 1998",Spring 1998,NHK,Unknown,Group TAC,Original,25 min. per ep.,PG-13 - Teens 13 or older,4399,10910,816,2,32,435,24,63,262,27,25,65,89,49,33,7,2,2,1
Azuki-chan,6.73,"Comedy, Romance, Shoujo, Slice of Life",117,"Apr 4, 1995 to Mar 17, 1998",Spring 1995,Unknown,Unknown,Madhouse,Manga,24 min. per ep.,G - All Ages,4753,8475,2325,7,102,1121,113,219,770,57,65,133,273,199,92,29,14,7,10
Yu☆Gi☆Oh!: Hikari no Pyramid,6.59,"Adventure, Comedy, Fantasy, Game",1,13-Aug-04,Unknown,Nihon Ad Systems,"4Kids Entertainment, Warner Bros. Japan",Gallop,Manga,1 hr. 41 min.,PG-13 - Teens 13 or older,5423,1973,61314,67,389,56962,193,208,3562,2473,2953,6056,10910,8736,5227,2337,1059,578,286
Zettai Muteki Raijin-Oh,6.76,"Adventure, Mecha, School, Sci-Fi",51,"Apr 3, 1991 to Mar 25, 1992",Spring 1991,Toshiba EMI,Anime Midstream,Sunrise,Original,24 min. per ep.,G - All Ages,4655,9871,1305,8,86,470,68,110,571,37,25,69,103,55,42,9,7,4,3
Hikari to Mizu no Daphne Specials,6.71,"Action, Ecchi, Comedy",2,"Apr 23, 2004 to Oct 22, 2004",Unknown,Unknown,Sentai Filmworks,J.C.Staff,Original,24 min. per ep.,PG-13 - Teens 13 or older,4861,7927,2876,0,92,1809,55,51,869,72,94,205,369,269,144,47,31,7,8
Masou Kishin Cybuster,6.1,"Adventure, Mecha, Sci-Fi, Shounen",26,"May 3, 1999 to Oct 25, 1999",Spring 1999,"TV Tokyo, Bandai Visual, Nihon Ad Systems, Ashi Production","Discotek Media, Geneon Entertainment USA",Production Reed,Unknown,24 min. per ep.,PG-13 - Teens 13 or older,7804,8232,2546,1,148,923,134,188,1153,27,33,94,178,184,126,67,38,22,10
Twin Signal: Family Game,6.35,"Action, Comedy, Mecha, Sci-Fi",3,"Sep 21, 1996 to Nov 21, 1996",Unknown,"Tokyo Kids, Sony Music Entertainment","Media Blasters, NYAV Post",Unknown,Unknown,29 min. per ep.,PG-13 - Teens 13 or older,6634,9613,1475,3,45,878,39,54,459,26,33,84,199,140,112,33,13,11,7
11-nin Iru!,7.09,"Action, Sci-Fi, Adventure, Mystery, Space, Drama, Romance, Shoujo",1,1-Nov-86,Unknown,Kitty Films,Central Park Media,Magic Bus,Manga,1 hr. 31 min.,PG-13 - Teens 13 or older,3228,5227,8505,36,166,4402,84,100,3753,166,370,907,1097,628,261,96,40,14,21
Happiness!: Watarase Jun no Kareinaru Ichinichi,6.74,"Comedy, Fantasy",1,25-Jan-07,Unknown,Unknown,Unknown,Artland,Visual novel,24 min.,PG-13 - Teens 13 or older,4715,6032,5980,8,72,4426,83,63,1336,219,238,517,895,612,391,127,50,43,23
Stratos 4: Logbook,6.35,"Action, Ecchi, Sci-Fi",1,26-Aug-06,Unknown,Unknown,Unknown,Studio Fantasia,Original,30 min.,PG-13 - Teens 13 or older,6625,9627,1456,1,48,807,31,45,525,25,20,57,159,136,91,26,10,8,2
Harukanaru Toki no Naka de 2: Shiroki Ryuu no Miko,6.54,"Fantasy, Magic, Romance, Supernatural, Demons, Historical, Shoujo",3,"Mar 23, 2003 to Feb 2, 2005",Unknown,Yumeta Company,Unknown,Unknown,Visual novel,30 min. per ep.,PG-13 - Teens 13 or older,5698,7905,2907,8,105,1238,70,74,1420,45,58,104,228,182,110,46,15,4,6
Harukanaru Toki no Naka de: Hachiyou Shou Specials,6.4,"Fantasy, Magic, Romance, Supernatural, Historical, Shoujo",8,"Sep 23, 2005 to Apr 16, 2006",Unknown,Yumeta Company,Unknown,Unknown,Visual novel,5 min. per ep.,PG-13 - Teens 13 or older,6413,8296,2473,6,86,1284,56,74,973,55,61,116,175,206,113,61,22,18,11
Harukanaru Toki no Naka de: Maihitoyo,7.22,"Drama, Fantasy, Historical, Magic, Romance, Shoujo, Supernatural",1,19-Aug-06,Unknown,Yumeta Company,Unknown,Unknown,Visual novel,1 hr. 40 min.,PG-13 - Teens 13 or older,2681,6351,5239,20,160,2331,95,103,2550,147,215,404,449,246,107,48,18,8,8
Harukanaru Toki no Naka de: Hachiyou Shou OVA,6.51,"Fantasy, Comedy, Supernatural, Demons, Historical, Shoujo",2,"Dec 23, 2005 to Jan 27, 2006",Unknown,Yumeta Company,Unknown,Unknown,Visual novel,21 min. per ep.,PG-13 - Teens 13 or older,5865,9017,1878,3,54,850,47,62,865,29,46,83,156,115,75,27,11,9,7
Lesson XX,6.02,"Romance, Shounen Ai",1,7-Apr-95,Unknown,Daiei,Unknown,Unknown,Novel,45 min.,PG-13 - Teens 13 or older,8168,5536,7442,13,115,5014,66,100,2147,120,148,314,756,872,655,272,120,66,78
Kusatta Kyoushi no Houteishiki,6.11,"Comedy, Romance, Shounen Ai",2,"Nov 25, 1994 to Nov 24, 1995",Unknown,Unknown,Unknown,J.C.Staff,Manga,27 min. per ep.,PG-13 - Teens 13 or older,7776,6972,4139,12,108,2619,43,94,1275,76,80,188,394,439,332,125,52,50,39
Master Keaton OVA,7.76,"Adventure, Drama, Historical, Mystery, Seinen, Slice of Life",15,"Dec 21, 1999 to Jun 20, 2000",Unknown,"VAP, Shogakukan-Shueisha Productions",Geneon Entertainment USA,Madhouse,Manga,24 min. per ep.,R - 17+ (violence & profanity),897,5603,7177,14,302,2687,206,121,3861,199,437,751,511,159,71,18,6,7,7
Top wo Nerae! & Top wo Nerae 2! Gattai Movie!!,7.44,"Comedy, Mecha, Shounen",2,1-Oct-06,Unknown,Unknown,Bandai Visual USA,Gainax,Original,1 hr. 38 min. per ep.,PG-13 - Teens 13 or older,1790,4655,11434,31,347,4752,284,189,5862,309,532,924,926,416,212,67,22,10,18
Marginal Prince: Gekkeiju no Ouji-tachi,5.91,"Romance, School, Shounen Ai",13,"Oct 2, 2006 to Dec 25, 2006",Fall 2006,"GDH, Tokyo Kids, Sotsu Music Publishing",Unknown,Unknown,Visual novel,24 min. per ep.,PG-13 - Teens 13 or older,8509,4539,12026,18,692,4356,644,1165,5169,136,176,356,697,790,701,399,196,130,118
Saiunkoku Monogatari 2nd Season,8.07,"Adventure, Comedy, Drama, Fantasy, Historical, Romance",39,"Apr 7, 2007 to Mar 8, 2008",Spring 2007,"NHK, Sogo Vision",Unknown,Madhouse,Light novel,25 min. per ep.,PG-13 - Teens 13 or older,456,2749,34680,232,2082,19727,2025,1105,9741,2574,3528,4693,3100,1105,497,130,41,35,31
Mahou Shoujo Lyrical Nanoha StrikerS,7.65,"Action, Magic, Comedy, Super Power, Drama",26,"Apr 2, 2007 to Sep 24, 2007",Spring 2007,"Geneon Universal Entertainment, A-Line, King Records",Unknown,Seven Arcs,Original,25 min. per ep.,PG-13 - Teens 13 or older,1165,2328,47291,604,1728,30069,1800,1511,12183,2807,4005,6403,5672,2537,1253,528,177,106,75
Mobile Suit Gundam MS IGLOO: Apocalypse 0079,6.85,"Mecha, Military, Sci-Fi, Space",3,"Apr 26, 2006 to Aug 25, 2006",Unknown,Bandai Visual,"Nozomi Entertainment, Bandai Visual USA",Sunrise,Unknown,30 min. per ep.,PG-13 - Teens 13 or older,4239,4628,11620,9,216,7892,176,197,3139,267,513,1238,1808,1029,532,242,91,51,44
Mobile Suit Gundam MS IGLOO: The Hidden One Year War,6.69,"Mecha, Military, Sci-Fi, Space",3,"Jul 19, 2004 to Nov 3, 2004",Unknown,Unknown,"Nozomi Entertainment, Bandai Visual USA",Sunrise,Unknown,27 min. per ep.,PG-13 - Teens 13 or older,4952,4459,12659,11,238,8509,217,261,3434,263,504,1213,1901,1231,677,316,136,70,57
Mahou Shoujo Pretty Sammy,6.4,"Comedy, Parody, Magic, Fantasy",3,"Aug 25, 1995 to Aug 24, 1997",Unknown,Unknown,Geneon Entertainment USA,AIC,Original,43 min. per ep.,PG-13 - Teens 13 or older,6401,5923,6203,12,171,3663,144,169,2056,111,151,343,683,561,384,152,72,38,24
Urusei Yatsura OVA,7.39,"Sci-Fi, Adventure, Comedy",11,"Sep 24, 1985 to Jun 21, 1991",Unknown,Unknown,AnimEigo,"Madhouse, Studio Deen, Magic Bus",Manga,32 min. per ep.,PG-13 - Teens 13 or older,1936,6590,4771,8,199,2500,166,106,1800,179,214,488,549,228,97,25,10,5,4
Urusei Yatsura Movie 1: Only You,7.08,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",1,13-Feb-83,Unknown,Kitty Films,"AnimEigo, Discotek Media",Studio Pierrot,Manga,1 hr. 42 min.,PG-13 - Teens 13 or older,3313,5517,7457,9,133,4861,98,80,2285,236,325,793,1179,589,270,87,35,10,19
Urusei Yatsura Movie 2: Beautiful Dreamer,7.83,"Action, Adventure, Comedy, Romance, Drama, Sci-Fi",1,11-Feb-84,Unknown,"Kitty Films, Studio Kyuuma","Central Park Media, Discotek Media",Studio Pierrot,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,771,4414,12943,184,310,7812,152,154,4515,885,1140,1646,1272,537,268,64,25,16,35
Urusei Yatsura Movie 3: Remember My Love,6.98,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",1,26-Jan-85,Unknown,Kitty Films,"AnimEigo, Discotek Media",Studio Deen,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,3722,6258,5428,10,109,3339,91,78,1811,171,190,467,764,440,235,69,18,10,3
Urusei Yatsura Movie 4: Lum The Forever,6.77,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",1,22-Feb-86,Unknown,"Kitty Films, AnimEigo",Discotek Media,Studio Deen,Manga,1 hr. 35 min.,PG-13 - Teens 13 or older,4571,6456,5022,8,100,3000,89,70,1763,162,165,373,594,414,222,105,43,18,11
Urusei Yatsura Movie 5: Kanketsu-hen,7.46,"Action, Adventure, Comedy, Drama, Romance, Sci-Fi",1,6-Feb-88,Unknown,Kitty Films,Discotek Media,Unknown,Manga,1 hr. 25 min.,PG-13 - Teens 13 or older,1700,6372,5232,12,110,3028,95,83,1916,257,299,576,545,255,138,37,20,7,7
Urusei Yatsura Movie 6: Itsudatte My Darling,6.84,"Action, Sci-Fi, Adventure, Comedy, Drama, Romance",1,18-Aug-91,Unknown,Kitty Films,Discotek Media,Madhouse,Manga,1 hr. 17 min.,PG-13 - Teens 13 or older,4286,6458,5026,2,123,2692,91,82,2038,131,157,311,591,344,176,91,24,14,8
Jishu Seisaku Movie Binchou-tan,6.06,"Slice of Life, Music",1,14-Aug-05,Unknown,TBS,Unknown,Ishikawa Pro,Manga,4 min.,G - All Ages,7990,8577,2228,0,30,1651,25,52,470,53,53,120,235,285,262,85,48,22,14
Early Reins,5.92,"Action, Adventure, Seinen",1,14-Feb-03,Unknown,Toho,Media Blasters,OLM,Original,44 min.,R - 17+ (violence & profanity),8475,7866,2949,4,91,1745,50,66,997,24,43,120,311,368,252,130,54,34,17
Futari wa Precure: Max Heart,6.94,"Action, Comedy, Fantasy, Magic, Shoujo",47,"Feb 6, 2005 to Jan 29, 2006",Winter 2005,Asahi Broadcasting,Unknown,Toei Animation,Original,25 min. per ep.,G - All Ages,3838,4351,13407,46,622,8207,611,582,3385,442,522,1072,1726,1157,648,213,64,36,21
Futari wa Precure: Max Heart Movie 1,6.79,"Fantasy, Magic, Comedy, Shoujo",1,16-Apr-05,Unknown,Asatsu DK,Unknown,Toei Animation,Original,1 hr. 10 min.,G - All Ages,4492,6392,5151,8,103,3371,78,105,1494,176,180,370,624,506,231,96,41,21,12
Futari wa Precure: Max Heart Movie 2 - Yukizora no Tomodachi,7.09,"Fantasy, Magic, Comedy, Shoujo",1,10-Dec-05,Unknown,Unknown,Unknown,Toei Animation,Original,1 hr. 11 min.,G - All Ages,3249,6488,4966,8,93,3211,88,88,1486,192,236,424,619,355,191,71,27,6,9
Yes! Precure 5,7.14,"Action, Fantasy, Magic, School, Shoujo",49,"Feb 4, 2007 to Jan 27, 2008",Winter 2007,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,3050,4490,12406,81,791,6491,796,655,3673,430,523,1058,1475,838,436,124,62,29,28
Growlanser IV: Wayfarer of the Time,5.68,Action,1,10-Mar-05,Unknown,Atlus,Unknown,"feel., Zexcs",Visual novel,30 min.,PG-13 - Teens 13 or older,9194,9779,1373,2,39,733,30,39,532,8,18,33,108,109,124,63,38,11,7
Misute♡naide Daisy,5.65,"Sci-Fi, Comedy, Romance, Shounen",12,"Jul 3, 1997 to Sep 18, 1997",Summer 1997,Unknown,Bandai Entertainment,Studio Deen,Manga,24 min. per ep.,PG-13 - Teens 13 or older,9296,9914,1286,3,57,451,48,111,619,14,10,30,59,68,65,43,23,19,28
Shin Kaitei Gunkan,6.1,"Action, Adventure, Fantasy, Historical, Military, Sci-Fi",2,"Dec 21, 1995 to Aug 1, 1996",Unknown,Kadokawa Shoten,ADV Films,Phoenix Entertainment,Other,50 min. per ep.,PG-13 - Teens 13 or older,7800,9456,1573,1,75,675,40,47,736,9,24,71,119,132,93,39,20,13,5
SD Gundam Gaiden,5.83,"Adventure, Comedy, Fantasy, Mecha",4,"Apr 25, 1990 to Apr 21, 1991",Unknown,Bandai,Unknown,Unknown,Original,27 min. per ep.,PG - Children,8737,8403,2401,0,66,1198,65,129,943,43,37,53,122,172,153,70,46,28,30
Outlanders,5.91,"Sci-Fi, Adventure, Comedy, Ecchi, Shounen",1,16-Dec-86,Unknown,Tatsunoko Production,Central Park Media,AIC,Manga,51 min.,R - 17+ (violence & profanity),8484,6061,5869,18,192,3494,88,73,2022,93,75,230,540,712,511,272,113,70,35
Rocket Girls,6.91,"Adventure, Sci-Fi, Space",12,"Feb 22, 2007 to May 18, 2007",Winter 2007,Happinet Pictures,"Bandai Entertainment, Sentai Filmworks",Mook DLE,Light novel,23 min. per ep.,PG-13 - Teens 13 or older,3962,5633,7104,8,284,3001,264,315,3240,94,199,506,788,442,245,66,42,14,15
Ashita no Nadja,7.59,"Adventure, Drama, Historical, Romance, Shoujo",50,"Feb 2, 2003 to Jan 25, 2004",Winter 2003,Asahi Broadcasting,Unknown,Toei Animation,Original,24 min. per ep.,G - All Ages,1304,3303,24551,242,1264,11265,1643,1316,9063,1125,1389,2259,2375,1210,541,148,44,23,30
Kikou Sennyo Rouran,5.82,"Action, Fantasy, Mecha",28,"Nov 15, 2002 to May 30, 2003",Fall 2002,Starchild Records,Unknown,Zexcs,Original,12 min. per ep.,PG-13 - Teens 13 or older,8766,9323,1649,2,102,413,82,121,931,10,11,27,55,80,60,41,18,13,10
Mahou no Chocolate,5.28,"Drama, Romance",1,30-Aug-01,Unknown,Unknown,Unknown,Ishikawa Pro,Original,8 min.,G - All Ages,10182,7825,2994,2,44,2271,30,40,609,22,39,120,243,371,398,241,120,106,75
Manie-Manie: Meikyuu Monogatari,7.05,"Adventure, Fantasy, Horror, Sci-Fi, Supernatural",3,25-Sep-87,Unknown,Kadokawa Shoten,ADV Films,Madhouse,Original,16 min. per ep.,PG-13 - Teens 13 or older,3471,3380,23338,88,721,11539,314,140,10624,480,903,2121,2769,1545,720,251,102,60,49
Vampire Hunter,6.63,"Action, Adventure, Supernatural, Drama, Vampire, Fantasy",4,"Mar 21, 1997 to Mar 27, 1998",Unknown,Unknown,"VIZ Media, Discotek Media",Madhouse,Game,43 min. per ep.,R - 17+ (violence & profanity),5244,4229,14456,54,492,7874,350,327,5413,343,470,917,1578,1305,734,296,133,64,33
Code Geass: Hangyaku no Lelouch Picture Drama,6.97,"Comedy, School, Slice of Life",9,"Jan 27, 2007 to Sep 25, 2007",Unknown,Unknown,"Funimation, Bandai Entertainment",Sunrise,Original,4 min. per ep.,PG-13 - Teens 13 or older,3741,2400,44510,113,796,31554,861,759,10540,1833,1978,3964,6372,3815,2100,695,358,182,179
Rayearth,6.89,"Action, Adventure, Fantasy",3,"Jul 25, 1997 to Nov 24, 1997",Unknown,"Polygram Japan, Kodansha, TMS-Kyokuchi",Manga Entertainment,TMS Entertainment,Manga,45 min. per ep.,PG-13 - Teens 13 or older,4062,4383,13235,33,260,8771,285,226,3693,422,640,1194,1762,1158,622,261,109,59,23
Kimagure Robot,6.03,"Comedy, Fantasy, Sci-Fi",10,22-Dec-04,Fall 2004,Beyond C.,Unknown,Studio 4°C,Book,2 min. per ep.,PG - Children,8123,8758,2067,0,51,1238,35,68,675,17,47,107,233,218,172,101,36,26,11
Ai Tenshi Densetsu Wedding Peach DX,6.66,"Adventure, Magic, Comedy, Romance, Shoujo",4,"Dec 24, 1996 to Jul 25, 1997",Unknown,"KSS, Nihon Ad Systems",ADV Films,Unknown,Unknown,30 min. per ep.,G - All Ages,5060,6524,4896,18,128,3346,112,115,1195,157,206,301,625,499,297,111,44,22,12
Wish,6.58,"Music, Shoujo",1,17-Dec-97,Unknown,Unknown,Unknown,Unknown,Manga,5 min.,G - All Ages,5511,5720,6826,5,66,5445,45,42,1228,217,309,526,948,838,557,178,109,33,21
Wild 7,6.21,"Action, Police, Drama, Shounen",2,"Dec 17, 1994 to Feb 21, 1995",Unknown,"Fuji TV, Tokuma Shoten","Enoki Films, Urban Vision",Pierrot Plus,Manga,55 min. per ep.,R - 17+ (violence & profanity),7299,9071,1834,0,83,624,36,60,1031,13,32,75,106,107,80,44,21,7,8
Sore Ike! Anpanman,6.38,"Comedy, Kids, Fantasy",Unknown,"Oct 3, 1988 to ?",Fall 1988,Sotsu,Unknown,TMS Entertainment,Picture book,24 min.,PG - Children,6522,8580,2241,17,553,2,294,696,696,82,57,80,163,163,118,29,19,16,31
Arashi no Yoru ni,7.7,"Adventure, Comedy, Drama, Fantasy",1,10-Dec-05,Unknown,"Shogakukan-Shueisha Productions, Mainichi Broadcasting System, TBS, Toho, SEDIC International, Hakuhodo DY Music & Pictures, Mainichi Shimbun",Unknown,Group TAC,Book,1 hr. 47 min.,G - All Ages,1016,3706,19505,196,330,12075,209,228,6663,1345,1537,2368,2203,969,449,111,58,28,25
Chikyuu Bouei Kazoku,6.57,"Action, Sci-Fi, Comedy, Drama",13,"Jan 9, 2001 to Mar 29, 2001",Winter 2001,Bandai Visual,Unknown,Group TAC,Original,23 min. per ep.,PG-13 - Teens 13 or older,5517,9527,1517,8,77,509,59,103,769,20,37,63,105,90,48,19,7,9,7
Sakura Taisen: Ecole de Paris,6.44,"Action, Adventure, Game, Harem, Mecha, Sci-Fi",3,"Mar 19, 2003 to Aug 20, 2003",Unknown,"Sega, Imagine",Funimation,Radix,Game,25 min. per ep.,PG-13 - Teens 13 or older,6233,7608,3271,2,91,1604,77,86,1413,61,48,143,304,258,161,65,16,17,6
Sola,7.22,"Drama, Romance, Slice of Life, Supernatural",13,"Apr 7, 2007 to Jun 30, 2007",Spring 2007,Lantis,Bandai Entertainment,Nomad,Manga,24 min. per ep.,PG-13 - Teens 13 or older,2697,1519,90680,432,3160,53005,3044,3083,28388,2952,5425,10253,11958,6510,3274,1258,506,252,183
Mobile Suit Zeta Gundam: A New Translation - Heir to the Stars,7.16,"Military, Sci-Fi, Space, Drama, Mecha",1,28-May-05,Unknown,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,1 hr. 34 min.,PG-13 - Teens 13 or older,2947,4881,10064,6,163,6783,119,140,2859,297,543,1157,1535,723,319,149,37,18,15
Mobile Suit Zeta Gundam: A New Translation II - Lovers,7.06,"Military, Sci-Fi, Space, Drama, Romance, Mecha",1,29-Oct-05,Unknown,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,1 hr. 37 min.,PG-13 - Teens 13 or older,3403,5097,9058,1,143,6105,105,124,2581,266,476,941,1354,707,294,167,64,21,16
Mobile Suit Zeta Gundam: A New Translation III - Love Is the Pulse of the Stars,7.15,"Military, Sci-Fi, Space, Drama, Mecha",1,4-Mar-06,Unknown,Sotsu,"Nozomi Entertainment, Bandai Entertainment",Sunrise,Original,1 hr. 40 min.,PG-13 - Teens 13 or older,3005,5122,8942,6,132,5926,108,123,2653,313,509,1029,1204,560,288,149,58,38,18
Meitantei Holmes,7.37,"Action, Adventure, Mystery, Comedy, Police",26,"Nov 6, 1984 to May 21, 1985",Fall 1984,Unknown,"Discotek Media, Geneon Entertainment USA","Gallop, TMS Entertainment",Novel,25 min. per ep.,G - All Ages,2044,5224,8553,55,551,3607,562,416,3417,266,382,780,891,447,191,47,24,9,13
